,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,전국관객수
1167,곰돌이 푸 다시 만나 행복해,2018-10-03,4093369860,0.004,4093369860,492201,492201,536,21601,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,어드벤처,마크 포스터,"이완 맥그리거,헤일리 앳웰,마크 게티스,짐 커밍스,크리스 오다우드,소피 오코네도","이완 맥그리거, 헤일리 앳웰, 마크 게티스",2018,True,490307
1168,그린치,2018-12-19,3675441950,0.004,3675441950,485064,485064,724,10998,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디",스콧 모시어,베네딕트 컴버배치,,2018,True,485056
1169,스타 이즈 본,2018-10-09,4197504400,0.004,4197504400,483852,483852,555,25781,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"드라마,멜로/로맨스",브래들리 쿠퍼,"브래들리 쿠퍼,레이디 가가,샘 엘리엇,그렉 그룬버그","브래들리 쿠퍼, 레이디 가가, 샘 엘리엇",2018,True,482952
1170,동네사람들,2018-11-07,3818515112,0.004,3818515112,461693,461693,731,23598,한국,한국,(주)데이드림,(주)리틀빅픽쳐스,15세이상관람가,"액션,스릴러",임진순,"마동석,김새론,이상엽,진선규,장광,신세휘,오희준,배진아,이광기,이상훈,이태규,김지은,안성일,양기원,강민준,김다영,김대현,김동환,최정현,최혜진,김새벽,김송이,김수영,손영순,이장유,권혁범,서문호","마동석, 김새론, 이상엽",2018,True,459020
1171,원더풀 고스트,2018-09-26,3720931600,0.004,3720931600,450374,450374,351,13999,한국,한국,(주)데이드림엔터테인먼트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",12세이상관람가,"코미디,드라마,범죄",조원희,"마동석,김영광,이유영,이서진,김정수,이승창,이영석,서정훈,서준호,이태규,김지은,김지은,류성철,윤성민,박근수,정재헌,최유리,김민석,김선문,김선웅,김영환,김선경,김동준,한창현,차래형,한성천,곽진석","마동석, 김영광, 이유영",2018,True,450374
1172,명탐정 코난 : 제로의 집행인,2018-08-08,3014920361,0.003,3014920361,396230,396230,542,8770,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,타치카와 유즈루,"타카야마 미나미,야마자키 와카나,코야마 리키야,푸루야 토루","타카야마 미나미, 야마자키 와카나, 코야마 리키야",2018,True,395408
1173,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2941541400,0.003,2941541400,375312,375312,672,6495,한국,한국,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,한상호,"박희순,라미란,김성균,김경진,김재훈,김흥래,윤정화,이민규,이준호,이호준,최윤정,김응수,박중금","박희순, 라미란, 김성균",2018,True,375312
1174,번 더 스테이지: 더 무비,2018-11-15,2671391900,0.003,2671391900,315010,315010,243,4714,한국,한국,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,기타,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국,방시혁,윤석준","김남준, 김석진, 민윤기",2018,True,315010
1175,후드,2018-11-28,2203434149,0.002,2203434149,284601,284601,628,14338,미국,미국,,(주)이수C&E,12세이상관람가,어드벤처,오토 바서스트,"태런 에저튼,제이미 폭스,벤 멘델슨,제이미 도넌,이브 휴슨,폴 W.S. 앤더슨","태런 에저튼, 제이미 폭스, 벤 멘델슨",2018,True,284601
1176,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2148708050,0.002,2148708050,277206,277206,489,5329,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,타카하시 와타루,"박영남,강희선,김환진,여민정,정유미,정혜옥,이용신,한채언,윤여진,홍범기,정혜원,박리나,김율,이호산,김현심","박영남, 강희선, 김환진",2018,True,277206
1177,모털 엔진,2018-12-05,2324362119,0.002,2324362119,267896,267896,661,15454,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",크리스찬 리버스,"헤라 힐마,로버트 시한,휴고 위빙,지혜,스티븐 랭","헤라 힐마, 로버트 시한, 휴고 위빙",2018,True,267896
1178,바울,2018-10-31,2100137400,0.002,2100137400,267785,267785,227,8455,미국,미국,,(재)CBS,15세이상관람가,드라마,앤드류 하얏트,"제임스 폴크너,제임스 카비젤",,2018,True,267785
1179,나를 차버린 스파이,2018-08-22,2346742100,0.002,2346742100,264766,264766,278,12987,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,코미디",수잔나 포겔,"밀라 쿠니스,케이트 맥키넌",,2018,True,264766
1180,속닥속닥,2018-07-13,1900914300,0.002,1900914300,217444,217444,314,8246,한국,한국,(주)파이브데이,(주)그노스,15세이상관람가,"공포(호러),미스터리",최상훈,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미,윤지원,이동규,이동희,김정희,서기욱,이준혁,이지원,김지영,신은정,김현우,김형태,오원준,오혜진,전형주,정소연,박지연,박지혜,김진영,김민수,김민성,김수빈,김시은,김유진","소주연, 김민규, 김영",2018,True,217444
1181,벽 속에 숨은 마법시계,2018-10-31,1654715300,0.002,1654715300,215029,215029,609,14005,미국,미국,,CGV아트하우스,전체관람가,"판타지,공포(호러),미스터리,SF,스릴러",일라이 로스,"잭 블랙,케이트 블란쳇,오웬 바카로","잭 블랙, 케이트 블란쳇, 오웬 바카로",2018,True,215029
1182,업그레이드,2018-09-06,1743757800,0.002,1743757800,190387,190387,220,11549,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,리 워넬,"로건 마샬-그린,해리슨 길벗슨",,2018,True,189948
1183,런닝맨 : 풀룰루의 역습,2018-12-05,1420218750,0.001,1420218750,186912,186912,511,5521,한국,한국,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤준상,"김서영,권창욱,엄상현,김연우,강시현,전태열","김서영, 권창욱, 엄상현",2018,True,186191
1184,극장판 도라에몽: 진구의 보물섬,2018-08-15,1375508400,0.001,1375508400,183220,183220,463,5488,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,SF,어드벤처",이마이 카즈아키,"윤아영,김정아,조현정,최낙윤,이현주,임은정,김정은,이지현,이경태,강은애,박성영,이다은,손선영,김은연,정의한,김진홍,이승행,이창민,서반석,원에스더,미즈타 와사비,오오하라 메구미,카카즈 유미,키무라 스바루,세키 토모카즈,카네모토 히사코,유키 아오이,야마시타 다이키,오리카사 후미코,오토모 류자부로,하야미 사오리,나가사와 마사미,오오이즈미 요","윤아영, 김정아, 조현정",2018,True,182256
1185,더 프레데터,2018-09-12,1502022014,0.001,1502022014,170878,170878,582,17579,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"SF,액션,스릴러",쉐인 블랙,"올리비아 문,보이드 홀브룩,트레반트 로즈,스털링 K. 브라운,제이콥 트렘블레이","올리비아 문, 보이드 홀브룩, 트레반트 로즈",2018,True,170878
1186,어느 가족,2018-07-26,1411660900,0.001,1411660900,170743,170743,126,5685,일본,일본,,(주)티캐스트,15세이상관람가,드라마,고레에다 히로카즈,"릴리 프랭키,안도 사쿠라,마츠오카 마유,키키 키린,죠 카이리,사사키 미유,이케마츠 소스케","릴리 프랭키, 안도 사쿠라, 마츠오카 마유",2018,True,170743
1187,극장판 포켓몬스터 모두의 이야기,2018-12-19,1314100400,0.001,1314100400,169677,169677,493,4484,일본,일본,,(주)이수C&E,전체관람가,애니메이션,야지마 테츠오,,,2018,True,169677
1188,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,1205873200,0.001,1205873200,157689,157689,454,5398,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,우시로 신지,"여민정,김지율,홍범기,신용우,이호산","여민정, 김지율, 홍범기",2018,True,157689
1189,크레이지 리치 아시안,2018-10-25,1333313141,0.001,1333313141,154297,154297,531,12370,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,코미디",존 추,"콘스탄스 우,헨리 골딩,양자경,젬마 찬,아콰피나,니코 산토스,켄 정","콘스탄스 우, 헨리 골딩, 양자경",2018,True,154297
1190,독전: 익스텐디드 컷,2018-07-18,845770600,0.001,845770600,137871,137871,398,5656,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원","조진웅, 류준열, 김주혁",2018,True,137775
1191,부탁 하나만 들어줘,2018-12-12,992810788,0.001,992810788,115024,115024,461,8521,미국,미국,,(주)팝엔터테인먼트,청소년관람불가,"스릴러,미스터리",폴 페이그,"블레이크 라이블리,안나 켄드릭,헨리 골딩,앤드류 라넬스","블레이크 라이블리, 안나 켄드릭, 헨리 골딩",2018,True,114536
1192,베일리 어게인,2018-11-22,796864900,0.001,796864900,93691,93691,189,5777,미국,미국,,(주)홈초이스,전체관람가,"어드벤처,드라마,코미디",라세 할스트롬,"조시 게드,데니스 퀘이드,브릿 로버트슨","조시 게드, 데니스 퀘이드, 브릿 로버트슨",2018,True,93691
1193,루이스,2018-09-20,729147750,0.001,729147750,93000,93000,325,3547,독일,독일,,(주)스마일이엔티,전체관람가,애니메이션,"울프강 라우엔슈타인,크리스토프 라우엔슈타인",,,2018,True,93000
1194,셜록 놈즈,2018-10-03,682265200,0.001,682265200,91036,91036,440,3441,미국,미국,,"씨네그루(주)키다리이엔티,(주)삼백상회",전체관람가,"애니메이션,코미디",존 스티븐슨,"조니 뎁,에밀리 블런트,제임스 맥어보이,매기 스미스,마이클 케인,치웨텔 에지오포","조니 뎁, 에밀리 블런트, 제임스 맥어보이",2018,True,86784
1195,출국,2018-11-14,640943850,0.001,640943850,81880,81880,274,4628,한국,한국,주식회사 디에스이이디,,15세이상관람가,드라마,노규엽,"이범수,연우진,박혁권,박주미,이현정,이종혁,이동훈,송원종,이형섭,정석원,조현수,차민정,김보민,김선웅,김수진,김사권,오안진,정승길,경수진,엄지만,홍우진","이범수, 연우진, 박혁권",2018,True,81722
1196,호텔 아르테미스,2018-07-18,646127100,0.001,646127100,77794,77794,465,7876,미국,미국,,판씨네마(주),15세이상관람가,"액션,범죄",드류 피어스,"조디 포스터,데이브 바티스타,스털링 K. 브라운,소피아 부텔라,제프 골드블럼,재커리 퀸토,찰리 데이","조디 포스터, 데이브 바티스타, 스털링 K. 브라운",2018,True,77794
1197,마일22,2018-08-23,600521900,0.001,600521900,69837,69837,203,6212,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"액션,어드벤처,스릴러",피터 버그,"마크 월버그,로렌 코핸,이코 우웨이스,론다 로우지,존 말코비치","마크 월버그, 로렌 코핸, 이코 우웨이스",2018,True,69834
1198,여곡성,2018-11-08,594373400,0.001,594373400,67368,67368,212,4463,한국,한국,(주)발자국 공장,(주)스마일이엔티,15세이상관람가,"공포(호러),미스터리",유영선,"홍예리,서영희,손나은,이태리,박민지,최홍일,손성윤,이재아,김호창,이해나,이재구,이설희,이승현,이승훈,서영희,김지혜,박민정,정다은,김동규,최문석,김준배,이육헌","홍예리, 서영희, 손나은",2018,True,67368
1199,어드리프트:우리가 함께한 바다,2018-09-06,482701918,0.0,482701918,59009,59009,490,8219,미국,미국,,(주)이수C&E,12세이상관람가,"멜로/로맨스,드라마",발타자르 코루마쿠르,"쉐일린 우들리,샘 클라플린",,2018,True,57331
1200,엘리엇과 산타 썰매단,2018-12-12,399032800,0.0,399032800,57579,57579,335,2047,캐나다,캐나다,,(주)팝엔터테인먼트,전체관람가,"애니메이션,가족",제니퍼 웨스트콧,"최원형,장경희,이동훈,변종필,안종덕,고성일,박영화,이민하,조예신,이자옥,조쉬 허처슨,사만다 비,모레나 바카린,존 클리즈,크리스토퍼 제이콧","최원형, 장경희, 이동훈",2018,True,57579
1201,헌터 킬러,2018-12-06,464838450,0.0,464838450,56511,56511,226,2777,미국,미국,,씨네그루(주)키다리이엔티,15세이상관람가,"액션,스릴러",도노반 마시,"제라드 버틀러,게리 올드만",,2018,True,55919
1202,말모이,2019-01-09,304507000,0.0,304507000,53576,53576,108,252,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,엄유나,"유해진,윤계상,김홍파,우현,김선영,민진웅,이성욱,조현철,오희준,정기섭,허성태,김동영,예수정,김태훈,김규백,이정은,유재명,이서환,윤경호,조현도,선승수,채동현,송형수,이새로미,김철무,이다일,최윤빈,차준서,지원호,윤준열,정원,고재원,정임섭,조성운,유용희,명인호,이장유,박경근,강유미,강유미,강태수,구민혁,박성용,권혁,박영서,서문호,서영주,박준희,김남훈,김대현,김도엽,송부건,송영창,송영창,송지호,김동효,백경윤,김문식,신재영,김민석,유순웅,유은미,오경민,오규택,김서윤,김세한,윤영균,최귀화,이상희,조석인,조수빈,조승구,조유신,전진기,이육헌,윤준상,윤준호,이강우,강전영,구준우,김길범,이도용,이동현,김한빛,김학충,이영호,한대훈,임수지,조용진,이호철,노영주,김태율,유상재,이현걸,박예나,박원석,전병덕,서영재","유해진, 윤계상, 김홍파",2019,True,2812310
1203,번개맨의 비밀,2018-12-06,394126050,0.0,394126050,50863,50863,309,2270,한국,한국,"힘컨텐츠(주),한국교육방송공사 EBS",(주)디스테이션,전체관람가,"가족,뮤지컬",강유선,"서홍석,유수호,최오식,이상철,김수미,김성웅,이상철,이수현","서홍석, 유수호, 최오식",2018,True,49574
1204,폴란드로 간 아이들,2018-10-31,371846800,0.0,371846800,48462,48462,181,2919,한국,한국,보아스필름,커넥트픽쳐스(주),전체관람가,"다큐멘터리,드라마",추상미,"이송,강동완,김나영,김미나,김새롬,이석준,이온유,이혜경,추상미,추상미","이송, 강동완, 김나영",2018,True,48462
1205,나츠메 우인장: 세상과 연을 맺다,2018-10-31,387190200,0.0,387190200,46913,46913,110,2844,일본,일본,,(주)애니플러스,전체관람가,애니메이션,"오오모리 타카히로,이토 히데키","카미야 히로시,이노우에 카즈히코,코바야시 사나에","카미야 히로시, 이노우에 카즈히코, 코바야시 사나에",2018,True,46913
1206,에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,367076000,0.0,367076000,46386,46386,179,1800,일본,일본,,(주)엠제이픽쳐스,전체관람가,애니메이션,닛타 노리오,,,2018,True,46386
1207,타샤 튜더,2018-09-13,364604850,0.0,364604850,46032,46032,38,2080,일본,일본,,(주)마노엔터테인먼트,전체관람가,다큐멘터리,마츠타니 미츠에,,,2018,True,45764
1208,플로이,2018-08-15,334782300,0.0,334782300,44907,44907,242,1790,아이슬란드,"아이슬란드,벨기에",,(주)스마일이엔티,전체관람가,"애니메이션,어드벤처,가족",아르니 올라푸르 아스게이르손,,,2018,True,44141
1209,다이노 어드벤처2: 육해공 공룡 대백과,2018-10-09,335469900,0.0,335469900,43627,43627,322,2512,영국,영국,,(주)박수엔터테인먼트,전체관람가,"애니메이션,액션,가족",마이크 데블린,,,2018,True,43627
1210,극장판 뽀잉: 슈퍼 변신의 비밀,2018-09-20,312710450,0.0,312710450,41054,41054,294,2847,한국,한국,(주)크레이지버드스튜디오,"(주)이수C&E,(주)시너지미디어",전체관람가,애니메이션,정미화,"전태열,엄상현,홍소영,정영웅,박선영,김은아,홍진욱,이민규,천지선,이민규,김은아","전태열, 엄상현, 홍소영",2018,True,41054
1211,배반의 장미,2018-10-18,332232550,0.0,332232550,41054,41054,457,6927,한국,한국,(주)태원엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,코미디,박진영,"김인권,정상훈,손담비,김성철,박철민,이수정,김정남,이승은,이정우,서지은,이종수,김태형,안준태,남기주,문득산,임용순,정종훈,정종훈,김대근,최재원,김수경,김예진","김인권, 정상훈, 손담비",2018,True,41054
1212,이별의 아침에 약속의 꽃을 장식하자,2018-07-19,321863500,0.0,321863500,37764,37764,121,2070,일본,일본,,(주)미디어캐슬,12세이상관람가,"애니메이션,판타지,드라마",오카다 마리,"이와미 마나카,이리노 미유",,2018,True,37764
