,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,actor_involved,전국관객수
64,액트 오브 밸러: 최정예 특수부대,2012-02-29,1036484500,0.002,1036484500,139541,139541,223,8237,미국,미국,,씨너스엔터테인먼트(주),15세이상관람가,"액션,어드벤처,스릴러","마이크 맥코이,스캇 워프","로셀린 산체즈,네스토르 세라노",,2012,False,False,139541
65,사다코 3D : 죽음의 동영상,2012-06-14,1128332032,0.002,1128332032,122335,122335,262,7544,일본,일본,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,공포(호러),하나부사 츠토무,"이시하라 사토미,세토 코지,야마모토 유스케","이시하라 사토미, 세토 코지, 야마모토 유스케",2012,False,False,122335
66,아티스트,2012-02-16,919719100,0.001,919719100,120155,120155,108,5156,미국,"미국,프랑스",,(주)영화사 진진,12세이상관람가,"멜로/로맨스,코미디,드라마",미셀 하자나비시우스,"장 뒤자르댕,베레니스 베조,존 굿맨,제임스 크롬웰","장 뒤자르댕, 베레니스 베조, 존 굿맨",2012,False,False,118836
67,고스트 라이더 : 복수의 화신,2012-02-16,902982500,0.001,902982500,117263,117263,269,9067,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,판타지,스릴러","마크 네빌딘,브라이언 테일러","니콜라스 케이지,이드리스 엘바",,2012,False,False,117263
68,우먼 인 블랙,2012-02-16,862144800,0.001,862144800,117188,117188,237,7084,영국,영국,,"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",15세이상관람가,"드라마,공포(호러),스릴러",제임스 왓킨스,"다니엘 래드클리프,시아란 힌즈,자넷 맥티어","다니엘 래드클리프, 시아란 힌즈, 자넷 맥티어",2012,True,False,117188
69,워 호스,2012-02-09,734302500,0.001,734302500,102195,102195,229,5947,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"전쟁,드라마",스티븐 스필버그,"제레미 어바인,베네딕트 컴버배치,에밀리 왓슨,피터 뮬란","제레미 어바인, 베네딕트 컴버배치, 에밀리 왓슨",2012,True,False,102195
70,캐빈 인 더 우즈,2012-06-28,738658500,0.001,738658500,98511,98511,288,3881,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"공포(호러),스릴러",드류 고다드,"크리스 헴스워스,크리스틴 코놀리,안나 허치슨,프란 크랜즈,제시 윌리엄스,리차드 젠킨스","크리스 헴스워스, 크리스틴 코놀리, 안나 허치슨",2012,False,True,98511
71,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,654481500,0.001,2383792000,98014,359771,186,2790,일본,일본,,씨제이이앤엠(주),전체관람가,"애니메이션,판타지,어드벤처",유야마 쿠니히코,"미즈키 나나,마츠모토 리카",,2011,True,False,98014
72,인류멸망 보고서,2012-04-11,704635000,0.001,704635000,97916,97916,236,9556,한국,한국,지오엔터테인먼트,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",15세이상관람가,SF,김지운,"류승범,김강우,송새벽,송영창,김규리,고준희,진지희,류승수,윤세아,조윤희,임근호,임형주,정우,최덕문,윤제문,김뢰하,이칸희,김무열,이영은","류승범, 김강우, 송새벽",2012,True,True,97555
73,초한지 - 천하대전,2012-01-11,710375000,0.001,710375000,94652,94652,167,3863,중국,"중국,홍콩",,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),12세이상관람가,액션,이인항,"여명,유역비,풍소봉,장한위,황추생,안지걸,진소춘","여명, 유역비, 풍소봉",2012,True,False,94652
74,콜드 라잇 오브 데이,2012-05-17,636555090,0.001,636555090,88522,88522,245,7158,미국,미국,,씨너스엔터테인먼트(주),15세이상관람가,"액션,스릴러",마브룩 엘 메크리,"헨리 카빌,브루스 윌리스,시고니 위버","헨리 카빌, 브루스 윌리스, 시고니 위버",2012,False,True,88522
75,팅커 테일러 솔저 스파이,2012-02-09,648304500,0.001,648304500,87155,87155,187,4689,영국,"영국,프랑스,독일",,팝엔터테인먼트,15세이상관람가,스릴러,토마스 알프레드슨,"게리 올드만,톰 하디,콜린 퍼스,마크 스트롱,베네딕트 컴버배치","게리 올드만, 톰 하디, 콜린 퍼스",2012,False,True,87155
76,레전드 오브 래빗,2012-02-22,581200500,0.001,581200500,85184,85184,225,3911,중국,중국,,(주)화앤담이엔티,전체관람가,애니메이션,순리준,"엄상현,박지훈,남도형","엄상현, 박지훈, 남도형",2012,False,True,85184
77,페이스 블라인드,2012-06-21,628118169,0.001,628118169,84583,84583,179,4333,미국,"미국,프랑스,캐나다",,(주)마인스 엔터테인먼트,청소년관람불가,"범죄,미스터리,스릴러",줄리앙 마그넷,"밀라 요보비치,줄리안 맥마흔,사라 웨인 콜리스,마이클 쉥크스","밀라 요보비치, 줄리안 맥마흔, 사라 웨인 콜리스",2012,False,True,84583
78,극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012-05-24,574947000,0.001,574947000,84255,84255,243,2849,일본,일본,,에이원엔터테인먼트,전체관람가,애니메이션,미야오 요시카즈,"문남숙,전숙경,배정미,이호산","문남숙, 전숙경, 배정미",2012,False,True,84255
79,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,528197000,0.001,1998356500,76642,293895,175,2273,일본,일본,,씨제이이앤엠(주),전체관람가,"애니메이션,판타지,어드벤처",유야마 쿠니히코,"마츠모토 리카,츠루노 타케시,타카하시 히데키,미즈키 나나","마츠모토 리카, 츠루노 타케시, 타카하시 히데키",2011,True,True,76642
80,앨빈과 슈퍼밴드3,2011-12-15,485263000,0.001,3764908000,73590,570150,169,2146,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,코미디,어드벤처,가족",마이크 미첼,"저스틴 롱,제이슨 리,매튜 그레이 구블러,제시 맥카트니","저스틴 롱, 제이슨 리, 매튜 그레이 구블러",2011,True,True,73213
81,하이힐을 신고 달리는 여자,2012-02-02,548423500,0.001,548423500,71725,71725,169,4859,미국,미국,,필라멘트픽쳐스,15세이상관람가,코미디,더글라스 맥그래스,"사라 제시카 파커,피어스 브로스넌,그렉 키니어","사라 제시카 파커, 피어스 브로스넌, 그렉 키니어",2012,False,False,69047
82,휴고,2012-02-29,637621000,0.001,637621000,60520,60520,85,2328,미국,미국,,씨제이이앤엠(주),전체관람가,가족,마틴 스코세이지,"에이사 버터필드,클로이 모레츠",,2012,True,False,60520
83,돌아온 파워레인저 미라클포스,2012-02-29,385525000,0.001,385525000,56420,56420,235,3486,일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"액션,드라마",나가이시 다카오,"치바 유다이,사토 리카,오노 켄토,하마오 쿄스케,니와 미키호","치바 유다이, 사토 리카, 오노 켄토",2012,False,False,56420
84,디센던트,2012-02-16,407991800,0.001,407991800,53103,53103,114,2429,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"코미디,드라마",알렉산더 페인,"조지 클루니,주디 그리어",,2012,True,False,53103
85,콘트라밴드,2012-03-22,393549500,0.001,393549500,52743,52743,178,5518,미국,"미국,영국",,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,스릴러",발타자르 코루마쿠르,"마크 월버그,케이트 베킨세일",,2012,True,False,52743
86,빅 미라클,2012-02-23,344519500,0.001,344519500,51232,51232,170,3381,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"드라마,멜로/로맨스",켄 콰피스,"드류 베리모어,크리스틴 벨",,2012,False,False,51151
87,더 씽,2012-06-14,366491589,0.001,366491589,50704,50704,174,4174,미국,미국,,(주)싸이더스,15세이상관람가,"공포(호러),미스터리,SF",매티스 반 헤이닌겐 주니어,"메리 엘리자베스 윈스티드,조엘 에저튼,에릭 크리스찬 올슨","메리 엘리자베스 윈스티드, 조엘 에저튼, 에릭 크리스찬 올슨",2012,False,True,50704
88,스탠리의 도시락,2012-03-08,312066000,0.0,312066000,46483,46483,164,2981,인도,인도,,타임스토리그룹(주),전체관람가,"드라마,코미디",아몰 굽트,파토르 A. 굽트,,2012,False,False,42210
89,킹메이커,2012-04-19,342178000,0.001,342178000,44903,44903,95,2906,미국,미국,,(주)시너지하우스 (시너지),15세이상관람가,드라마,조지 클루니,"라이언 고슬링,조지 클루니,필립 세이모어 호프만,폴 지아마티,마리사 토메이,에반 레이첼 우드","라이언 고슬링, 조지 클루니, 필립 세이모어 호프만",2012,False,True,44689
90,저스티스,2012-03-15,329594500,0.001,329594500,44546,44546,142,4282,미국,미국,,(주)쇼박스,청소년관람불가,"액션,드라마,스릴러",로저 도널드슨,"니콜라스 케이지,가이 피어스,재뉴어리 존스","니콜라스 케이지, 가이 피어스, 재뉴어리 존스",2012,False,True,44546
91,스페이스 독,2012-03-22,282088000,0.0,282088000,42720,42720,148,1630,러시아,러시아,,예지림엔터테인먼트,전체관람가,"애니메이션,코미디,가족","이나 예블라니코바,스비야토슬라브 우샤코프","옐레나 야코브레바,안나 볼쇼바",,2012,False,False,42720
92,하트 브레이커,2012-04-19,296871000,0.0,297202000,40819,40861,176,4183,프랑스,프랑스,,씨너스엔터테인먼트(주),15세이상관람가,"코미디,멜로/로맨스",파스칼 쇼메유,"로맹 뒤리스,바네사 파라디,줄리 페리어","로맹 뒤리스, 바네사 파라디, 줄리 페리어",2012,False,False,40793
93,말하는 건축가,2012-03-08,301017700,0.0,301670700,38534,38610,21,1570,한국,한국,(주)두타연,"(주)두타연,(주)미디어데이",전체관람가,다큐멘터리,정재은,"정기용,승효상,유걸","정기용, 승효상, 유걸",2012,False,False,37908
94,두레소리,2012-05-10,232773000,0.0,232815500,35040,35054,132,2615,한국,한국,주식회사 제이오엔터테인먼트코리아,(주)명필름,12세이상관람가,드라마,조정래,"김슬기,조아름,함현상,이혜진,임하늬,전성배,정영진,권혁란,조정래,하늘벗,방양수,신성우","김슬기, 조아름, 함현상",2012,True,False,17076
95,코난: 암흑의 시대,2012-04-05,260491000,0.0,260491000,33683,33683,198,4220,미국,미국,,씨제이이앤엠(주),청소년관람불가,"판타지,액션",마커스 니스펠,"제이슨 모모아,레이첼 니콜스,스티븐 랭,론 펄먼,로즈 맥고완","제이슨 모모아, 레이첼 니콜스, 스티븐 랭",2012,False,True,33469
96,두 번의 결혼식과 한 번의 장례식,2012-06-21,249933700,0.0,249933700,33175,33175,67,1671,한국,한국,"청년필름(주),한국게이인권운동단체 친구사이",(주)영화사 진진,15세이상관람가,"코미디,멜로/로맨스",김조광수,"김동윤,류현경,송용진,정애연,김호연,장세현,이춘연,한정원,안몽식,이승준,권해효,최일화,박수영,정인기","김동윤, 류현경, 송용진",2012,False,False,33175
97,다른나라에서,2012-05-31,221726700,0.0,221726700,28638,28638,35,1763,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)영화사 조제",청소년관람불가,드라마,홍상수,"이자벨 위페르,유준상,정유미,윤여정,문성근,권해효,문소리","이자벨 위페르, 유준상, 정유미",2012,True,False,28638
98,I AM,2012-06-21,204585000,0.0,204585000,27325,27325,137,2073,한국,한국,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",씨제이이앤엠(주),전체관람가,다큐멘터리,최진성,"정윤호,심창민,서현,최수영","정윤호, 심창민, 서현",2012,True,False,27305
99,데인저러스 메소드,2012-05-10,207171509,0.0,207171509,27226,27226,97,2041,영국,"영국,독일,캐나다,스위스",,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,"멜로/로맨스,드라마",데이빗 크로넨버그,"키이라 나이틀리,비고 모텐슨,마이클 패스벤더,뱅상 카셀","키이라 나이틀리, 비고 모텐슨, 마이클 패스벤더",2012,False,True,27165
100,머신건 프리처,2012-05-24,197290500,0.0,197290500,26630,26630,141,2147,미국,미국,,(주)팝파트너스,15세이상관람가,"액션,드라마,범죄",마크 포스터,"제라드 버틀러,미셸 모나한,마이클 섀넌,매들린 캐롤","제라드 버틀러, 미셸 모나한, 마이클 섀넌",2012,True,True,26630
101,진짜로 일어날지도 몰라 기적,2011-12-22,207048400,0.0,320012400,26416,41339,23,1019,일본,일본,,(주)미로비젼,전체관람가,드라마,고레에다 히로카즈,오다기리 조,,2011,True,False,26249
102,원 포 더 머니,2012-02-16,195806000,0.0,195806000,26387,26387,144,2539,미국,미국,,씨너스엔터테인먼트(주),15세이상관람가,"멜로/로맨스,코미디,범죄",줄리 앤 로빈슨,"캐서린 헤이글,제이슨 오마라,다니엘 선자타","캐서린 헤이글, 제이슨 오마라, 다니엘 선자타",2012,False,True,26387
103,밀림의 왕자 레오: 세상을 바꾸는 용기,2012-02-29,154900000,0.0,154900000,24640,24640,49,1328,일본,일본,,"(주)박수엔터테인먼트,에이원엔터테인먼트",전체관람가,애니메이션,타니구치 고로,윤미나,,2012,False,False,24640
104,더 데이,2012-02-23,192005000,0.0,192005000,24163,24163,30,139,한국,한국,(주)씨제스엔터테인먼트,롯데쇼핑㈜롯데시네마,전체관람가,다큐멘터리,백창주,"김재중,박유천,김준수","김재중, 박유천, 김준수",2012,False,False,24163
105,자전거 탄 소년,2012-01-19,186960300,0.0,192752800,23832,24523,20,1039,벨기에,"벨기에,프랑스",,(주)티캐스트,12세이상관람가,드라마,"장 피에르 다르덴,뤽 다르덴","세실 드 프랑스,토마 도레",,2012,False,False,23688
106,레이드 : 첫번째 습격,2012-05-17,163320500,0.0,163320500,21705,21705,120,2291,인도네시아,인도네시아,,씨제이이앤엠(주),청소년관람불가,"액션,범죄,스릴러",가렛 에반스,"이코 우웨이스,도니 알람시아,야얀 루히안","이코 우웨이스, 도니 알람시아, 야얀 루히안",2012,False,True,21705
107,"봄, 눈",2012-04-26,139918000,0.0,139918000,21075,21075,118,2175,한국,한국,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,김태균,"윤석화,임지규,이경영,김하진,심이영,조정원,김두루,김란흔,허정임,이상백,김혜성,유재영,유형균,윤재묵,김영옥,정은채","윤석화, 임지규, 이경영",2012,True,False,21075
108,시작은 키스!,2012-06-14,155144000,0.0,155144000,20284,20284,29,795,프랑스,프랑스,,판씨네마(주),12세이상관람가,"코미디,멜로/로맨스","다비드 포앙키노스,스테판 포엔키노스","오드리 토투,프랑소아 다미앙,브뤼노 토데쉬니","오드리 토투, 프랑소아 다미앙, 브뤼노 토데쉬니",2012,False,False,20284
109,마릴린 먼로와 함께한 일주일,2012-02-29,148370000,0.0,148370000,19387,19387,81,1652,영국,"영국,미국",,(주)싸이더스,15세이상관람가,드라마,사이먼 커티스,"미쉘 윌리엄스,에디 레드메인",,2012,True,False,19387
110,달팽이의 별,2012-03-22,133609800,0.0,134019800,19329,19502,39,1472,한국,한국,크리에이티브 이스트,(주)영화사조아,전체관람가,다큐멘터리,이승준,"조영찬,김순호",,2012,False,False,19252
111,신과 인간,2012-01-19,126834500,0.0,126834500,17542,17542,5,698,프랑스,프랑스,,㈜영화사 백두대간,15세이상관람가,드라마,자비에 보브와,"램버트 윌슨,미쉘 롱스달",,2012,False,False,17542
112,하늘이 보내준 딸,2012-04-19,113583500,0.0,113583500,16875,16875,107,1827,인도,인도,,(주)싸이더스,전체관람가,가족,비자이,치얀 비크람,,2012,False,False,16875
113,비스트 앵콜 콘서트 3D,2012-02-29,171432000,0.0,171432000,16844,16844,75,579,한국,한국,(주)에스비에스콘텐츠허브,(주)에스비에스콘텐츠허브,전체관람가,공연,손석,,,2012,False,False,16844
114,볼츠와 블립,2012-02-23,162954000,0.0,162954000,15937,15937,61,735,한국,한국,"(주)레드로버,툰박스 엔터테인먼트",씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처",피터 레페니오티스,"김일,최정호",,2012,True,False,15386
115,치코와 리타,2012-01-05,119535100,0.0,122056100,15001,15303,17,664,스페인,"스페인,영국",,찬란,15세이상관람가,"애니메이션,멜로/로맨스","페르난도 트루에바,하비에르 마리스칼,토노 에란도","에만 소르 오냐,리마라 메니시스",,2012,False,False,15001
116,멜랑콜리아,2012-05-17,116640800,0.0,116640800,14724,14724,21,674,덴마크,"덴마크,스웨덴,이탈리아,독일,프랑스",,(주)팝엔터테인먼트,15세이상관람가,"드라마,SF,스릴러",라스 폰 트리에,"커스틴 던스트,샤를로뜨 갱스부르,키퍼 서덜랜드,샬롯 램플링","커스틴 던스트, 샤를로뜨 갱스부르, 키퍼 서덜랜드",2012,False,True,14724
117,두 개의 문,2012-06-21,99668700,0.0,100049700,13719,13796,25,330,한국,한국,성소수문화환경을 위한 모임 '연분홍치마',(주)시네마달,15세이상관람가,다큐멘터리,"김일란,홍지유","정태현,이종걸",,2012,False,False,13476
118,블루 발렌타인,2012-05-31,105080500,0.0,105080500,13558,13558,15,549,미국,미국,,(주)영화사 진진,청소년관람불가,"드라마,멜로/로맨스",데릭 시엔프랜스,"라이언 고슬링,미쉘 윌리엄스",,2012,True,False,13558
119,원피스 3D : 밀짚모자 체이스,2012-01-26,91648500,0.0,91648500,13475,13475,111,1382,일본,일본,,(주)미디어데이,전체관람가,"애니메이션,어드벤처,액션",사토 히로유키,"타나카 마유미,오카무라 아케미,강수진,김승준","타나카 마유미, 오카무라 아케미, 강수진",2012,False,True,13475
