영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",2017-06-10,개봉영화,장편,일본,92,305724000,36272,196605000,22130,애니메이션,15세이상관람가,일반영화
반지의 제왕 : 반지원정대 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-11,개봉영화,장편,뉴질랜드,74,470027900,35758,214815000,16464,판타지,12세이상관람가,일반영화
다크 하우스,대런 린 보우즈만,,(주)스톰픽쳐스코리아,"(주)스톰픽쳐스코리아,(주)디스테이션",2017-06-22,개봉영화,장편,미국,278,286638100,35270,82149300,9703,공포(호러),청소년관람불가,독립/예술영화
꼬마돼지 베이브의 대모험,테레사 스트로젝,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-06-15,개봉영화,장편,독일,312,245394500,35147,43299300,5585,애니메이션,전체관람가,독립/예술영화
키코리키: 황금모자의 비밀,데니스 체르노프,,(주)영화사 빅,(주)영화사 빅,2017-01-25,개봉영화,장편,러시아,211,248074100,35111,64335100,8090,애니메이션,전체관람가,독립/예술영화
녹터널 애니멀스,톰 포드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-11,개봉영화,장편,미국,219,284555179,34616,175748079,20648,드라마,청소년관람불가,독립/예술영화
파운더,존 리 행콕,,(주)크리픽쳐스,CGV아트하우스,2017-04-20,개봉영화,장편,미국,288,274920900,34517,147735300,17982,드라마,15세이상관람가,독립/예술영화
더 플랜,최진성,프로젝트 부,,(주)엣나인필름,2017-04-20,개봉영화,장편,한국,156,263526895,34225,126773395,16124,다큐멘터리,15세이상관람가,독립/예술영화
7번째 내가 죽던 날,라이 루소 영,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-05-31,개봉영화,장편,미국,230,259843400,34179,80398600,10255,드라마,15세이상관람가,독립/예술영화
나는 부정한다,믹 잭슨,,(주)티캐스트,(주)티캐스트,2017-04-26,개봉영화,장편,영국,104,250925125,31172,173714325,20751,드라마,12세이상관람가,독립/예술영화
단지 세상의 끝,자비에 돌란,,(주)엣나인필름,(주)엣나인필름,2017-01-18,개봉영화,장편,캐나다,124,242177173,30793,174481073,21079,드라마,15세이상관람가,독립/예술영화
반지의 제왕 : 왕의 귀환 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-25,개봉영화,장편,뉴질랜드,56,370268000,30349,180104400,14774,판타지,12세이상관람가,일반영화
"나의 사랑, 그리스",크리스토퍼 파파칼리아티스,,모비딕엔터테인먼트(주),(주)팝엔터테인먼트,2017-04-20,개봉영화,장편,그리스,123,241875000,30181,151997100,18236,드라마,15세이상관람가,독립/예술영화
너브,"헨리 유스트,아리엘 슐만",,(주)누보필림,(주)박수엔터테인먼트,2017-01-11,개봉영화,장편,미국,151,239275800,29441,67132300,8103,어드벤처,15세이상관람가,일반영화
데스노트: 더 뉴 월드,사토 신스케,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-29,개봉영화,장편,일본,309,220886363,28723,80445063,10121,범죄,15세이상관람가,일반영화
분노,이상일,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-03-30,개봉영화,장편,일본,99,230315537,28567,158224837,19256,스릴러,청소년관람불가,독립/예술영화
극장판 암살교실 : 365일의 시간,키시 세이지,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2017-03-23,개봉영화,장편,일본,98,210398500,28364,52956500,6792,애니메이션,12세이상관람가,일반영화
스페이스 비트윈 어스,피터 첼섬,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,2017-03-16,개봉영화,장편,미국,370,213149361,27847,78591861,9973,어드벤처,12세이상관람가,독립/예술영화
걸 온 더 트레인,테이트 테일러,,씨제이이앤엠(주),씨제이이앤엠(주),2017-03-09,개봉영화,장편,미국,331,215124500,27840,72744600,9040,드라마,청소년관람불가,일반영화
반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-18,개봉영화,장편,뉴질랜드,58,350183800,27440,171901300,13453,판타지,12세이상관람가,일반영화
지니어스,마이클 그랜다지,,(주)영화사오원,(주)라이크 콘텐츠,2017-04-13,개봉영화,장편,영국,172,209372437,27167,124198137,15610,드라마,12세이상관람가,독립/예술영화
마리안느와 마가렛,윤세영,(주)기린제작사,,(주)팝엔터테인먼트,2017-04-20,개봉영화,장편,한국,64,189346400,27039,33199700,4431,다큐멘터리,전체관람가,독립/예술영화
재키,파블로 라라인,,그린나래미디어(주),그린나래미디어(주),2017-01-25,개봉영화,장편,칠레,97,209835243,26758,134730143,16779,드라마,15세이상관람가,독립/예술영화
아기돼지 3형제와 매직램프,유위,,(주)히스토리필름,(주)팝엔터테인먼트,2017-03-23,개봉영화,장편,중국,135,208444600,26670,37196000,4578,애니메이션,전체관람가,일반영화
로스트 인 파리,"도미니크 아벨,피오나 고든",,그린나래미디어(주),그린나래미디어(주),2017-05-18,개봉영화,장편,프랑스,85,206811038,26004,145102838,17568,멜로/로맨스,12세이상관람가,독립/예술영화
골드,스티븐 개건,,(유)조이앤시네마,CGV아트하우스,2017-03-22,개봉영화,장편,미국,200,195197900,25595,98341700,12604,드라마,15세이상관람가,독립/예술영화
사다코 대 카야코,시라이시 코지,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,개봉영화,장편,일본,131,201673000,25531,50529000,6308,공포(호러),15세이상관람가,일반영화
슈퍼 버드,"리카르도 아나이즈,마이크 컨켈,라울 가르시아",,(주)영화사 안다미로,와이드 릴리즈(주),2017-04-06,개봉영화,장편,멕시코,288,173938100,24799,28450300,3640,애니메이션,전체관람가,독립/예술영화
언더더씨,에반 트라멜,,(주)히스토리필름,(주)팝엔터테인먼트,2017-06-22,개봉영화,장편,미국,163,188582000,24603,39010000,4981,애니메이션,전체관람가,일반영화
"내 어깨 위 고양이, 밥",로저 스포티스우드,,(주)누리픽쳐스,(주)누리픽쳐스,2017-01-04,개봉영화,장편,영국,112,193578000,24466,82520400,10151,드라마,12세이상관람가,독립/예술영화
언노운 걸,"뤽 다르덴,장 피에르 다르덴",,오드,오드,2017-05-03,개봉영화,장편,벨기에,67,190909700,23827,146573400,17766,드라마,12세이상관람가,독립/예술영화
언프렌드,시몬 베호벤,,(주)크리픽쳐스,(주)크리픽쳐스,2017-02-09,개봉영화,장편,독일,179,185898900,23450,38518500,4586,스릴러,15세이상관람가,일반영화
아우토반,에란 크리비,,(주)도키엔터테인먼트,와이드 릴리즈(주),2017-03-22,개봉영화,장편,영국,153,183393500,23306,68432500,8481,액션,15세이상관람가,독립/예술영화
파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,개봉영화,장편,한국,246,152877000,21893,23060800,2968,애니메이션,전체관람가,일반영화
행복 목욕탕,나카노 료타,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-23,개봉영화,장편,일본,103,168599600,21797,84991400,10441,가족,12세이상관람가,독립/예술영화
꿈의 제인,조현훈,영화사 서울집,,"(주)엣나인필름,CGV아트하우스",2017-05-31,개봉영화,장편,한국,86,178807300,21738,127403900,14836,드라마,청소년관람불가,독립/예술영화
지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,개봉영화,장편,미국,90,147909600,20000,70667600,9389,코미디,15세이상관람가,독립/예술영화
극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-04-13,개봉영화,장편,미국,125,163679600,19986,42688900,4756,애니메이션,전체관람가,일반영화
슬립리스: 크리미널 나이트,바란 보 오다르,,(주)미디어로그,(주)미디어로그,2017-03-08,개봉영화,장편,미국,158,146025800,18740,48349500,6136,액션,15세이상관람가,일반영화
인카네이트,브래드 페이튼,,판씨네마(주),판씨네마(주),2017-05-25,개봉영화,장편,미국,229,142090200,18028,36675100,4446,스릴러,15세이상관람가,일반영화
오즈의 마법사 2,알버토 마르,,㈜코리아스크린,㈜코리아스크린,2017-05-03,개봉영화,장편,멕시코,142,138541700,17956,35735400,4250,애니메이션,전체관람가,독립/예술영화
뚜르: 내 생애 최고의 49일,"임정하,전일우,박형준,김양래","미디어길,(주)영화사 북극곰",,(주)리틀빅픽쳐스,2017-02-01,개봉영화,장편,한국,227,126186700,17449,40634300,5129,다큐멘터리,12세이상관람가,독립/예술영화
7년-그들이 없는 언론,김진혁,한국탐사저널리즘센터,,(주)인디플러그,2017-01-12,개봉영화,장편,한국,105,129175200,16577,71790700,8985,다큐멘터리,12세이상관람가,독립/예술영화
링스,하비에르 구티에레즈,,(주)다자인소프트,(주)다자인소프트,2017-04-06,개봉영화,장편,미국,123,135470800,16199,31997500,3740,공포(호러),15세이상관람가,일반영화
십계: 구원의 길,알렉상드르 아반치니,,씨네그루(주)키다리이엔티,씨네그루(주)키다리이엔티,2017-04-13,개봉영화,장편,브라질,97,104079500,15974,31527000,4524,드라마,전체관람가,독립/예술영화
매직키드 보보,니잠 라작,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-03-01,개봉영화,장편,말레이시아,219,119693200,15968,18904200,2288,애니메이션,전체관람가,독립/예술영화
길,정인봉,(주)블루블랙,,(주)더블앤조이픽쳐스,2017-05-11,개봉영화,장편,한국,54,72777600,15965,8560400,1219,드라마,12세이상관람가,독립/예술영화
로즈,짐 쉐리단,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-04-12,개봉영화,장편,아일랜드,125,113253541,14955,56567241,7246,멜로/로맨스,15세이상관람가,독립/예술영화
콜로설,나초 비갈론도,,"(주)아이아스플러스,주식회사 풍경소리",(주)드림팩트엔터테인먼트,2017-04-20,개봉영화,장편,캐나다,305,114967100,14687,47376900,5753,액션,12세이상관람가,독립/예술영화
개구리왕국 2,펭 페이,,예지림엔터테인먼트,예지림엔터테인먼트,2017-03-23,개봉영화,장편,중국,171,99741700,14236,17001300,2131,애니메이션,전체관람가,독립/예술영화
토니 에드만,마렌 아데,,그린나래미디어(주),그린나래미디어(주),2017-03-16,개봉영화,장편,독일,64,109972800,13677,76505000,9187,드라마,청소년관람불가,독립/예술영화
퍼스널 쇼퍼,올리비에 아사야스,,찬란,아이 엠,2017-02-09,개봉영화,장편,프랑스,79,105300600,13113,72294800,8730,드라마,15세이상관람가,독립/예술영화
런던 프라이드,매튜 워처스,,(주)영화사 진진,(주)영화사 진진,2017-04-27,개봉영화,장편,영국,37,97783200,12670,69338300,8646,코미디,15세이상관람가,독립/예술영화
쿵푸 요가,당계례,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2017-03-29,개봉영화,장편,중국,108,91563500,12048,34534000,4403,액션,12세이상관람가,독립/예술영화
랜드 오브 마인,마틴 잔드블리엣,,(주)싸이더스,"(주)싸이더스,아이 엠",2017-04-06,개봉영화,장편,덴마크,97,89516900,12026,38545500,4900,드라마,15세이상관람가,독립/예술영화
용순,신준,(주)아토,,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,개봉영화,장편,한국,126,87941600,11837,47586800,6302,드라마,15세이상관람가,독립/예술영화
아뉴스 데이,앤 폰테인,,씨네블루밍,찬란,2017-03-30,개봉영화,장편,프랑스,40,81420100,11314,52333700,6822,드라마,15세이상관람가,독립/예술영화
키즈모노가타리 III : 냉혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,개봉영화,장편,일본,81,88623000,11302,39548000,4732,애니메이션,15세이상관람가,일반영화
파워캐치 완다: 버그본의 지구 습격,하시모토 미츠오,,SMG 홀딩스,"(주)에이원엔터테인먼트,(주)삼지애니메이션",2017-03-09,개봉영화,장편,일본,178,86394400,10881,18701700,2258,애니메이션,전체관람가,일반영화
극장판 빰바라빤쮸: 바나나 왕국의 비밀,벤피 네코,,(주)스마일이엔티,(주)스마일이엔티,2017-02-22,개봉영화,장편,일본,140,76934800,10681,20312400,2657,애니메이션,전체관람가,일반영화
세일즈맨,아쉬가르 파라디,,찬란,찬란,2017-05-11,개봉영화,장편,이란,55,79149300,10436,54661000,6913,드라마,15세이상관람가,독립/예술영화
네루다,파블로 라라인,,(주)에스와이코마드,(주)에스와이코마드,2017-05-25,개봉영화,장편,칠레,37,79024700,10107,54469000,6536,스릴러,청소년관람불가,독립/예술영화
오버 더 펜스,야마시타 노부히로,,주식회사 씨네룩스,주식회사 씨네룩스,2017-03-16,개봉영화,장편,일본,72,79884850,10103,55015550,6757,드라마,15세이상관람가,독립/예술영화
눈발,조재민,명필름랩,,(주)리틀빅픽쳐스,2017-03-01,개봉영화,장편,한국,69,84806300,10039,53613400,6099,드라마,15세이상관람가,독립/예술영화
내 이름은 꾸제트,클로드 바라스,,(주)에이앤비픽쳐스,(주)스마일이엔티,2017-03-09,개봉영화,장편,프랑스,232,70448100,9644,17307600,2170,애니메이션,전체관람가,독립/예술영화
부니베어: 브램블의 신비한 모험,정량,,예지림엔터테인먼트,예지림엔터테인먼트,2017-05-18,개봉영화,장편,중국,170,63195500,9544,8712500,1103,애니메이션,전체관람가,독립/예술영화
러빙,제프 니콜스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-03-01,개봉영화,장편,미국,149,69449100,9121,39832700,5184,드라마,12세이상관람가,독립/예술영화
아주 긴 변명,니시카와 미와,,(주)영화사 진진,(주)영화사 진진,2017-02-16,개봉영화,장편,일본,49,67454200,8974,49057100,6206,드라마,15세이상관람가,독립/예술영화
중독노래방,김상찬,"영화사 아람(주),(주)레드힐엔터테인먼트",,(주)리틀빅픽쳐스,2017-06-15,개봉영화,장편,한국,175,69288300,8877,23513600,2897,미스터리,청소년관람불가,독립/예술영화
극장판 마이 리틀 포니 : 이퀘스트리아 걸스,제이슨 티에슨,,그린나래미디어(주),(주)팝엔터테인먼트,2017-05-03,개봉영화,장편,캐나다,102,66800000,8705,25624500,3198,애니메이션,전체관람가,일반영화
